Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement
@CleonChuu,"Terimakasih atas kesadarannya buk. Menurut data yang diberikan oleh Komdigi saat awal menjabat, sudah banyak situs judol yang diblokir oleh Komdigi. Namun kenapa masih ada situs web judol yang terus membanjiri sosial media kami? Kami sudah lapor kok. Apakah pemblokiran tak lagi?",,@tempodotco,,"Replies: , Retweets: , Likes: "
@kumparan,"Otoritas Jasa Keuangan (OJK) meminta perbankan memblokir lebih dari 30 ribu rekening yang terindikasi digunakan untuk aktivitas perjudian online (judol). Pemblokiran tersebut dilakukan atas permintaan Kementerian Komunikasi dan Digital (Komdigi).

Kepala Eksekutif Pengawas",,,,"Replies: 3, Retweets: 12, Likes: 38"
@mediaindonesia,"Sebagai Komandan Pemblokiran Judol Budi Arie Harus Bertanggung Jawab

Rakyat  di negeri ini telah melarat karena candu judi online. Kasus melindungi judo online oleh para pegawai Kementerian Komunikasi dan Digital (Komdigi) menjadi momentum untuk memberangus ekosistem judi online",,,,"Replies: 1, Retweets: 1, Likes: 1"
@kompascom,Puluhan ribu situs judi online “diamankan” dari pemblokiran Kominfo (kini Komdigi). / #judol #kominfo #komdigi,,,,"Replies: 21, Retweets: 67, Likes: 173"
@davidsunarna,Hari ini gua ke komdigi diundang buat bahas pemblokiran konten judol ,,,,"Replies: 11, Retweets: 5, Likes: 50"
@SonoraFM92,"Kementerian Komunikasi dan Digital bersama dengan Otoritas Jasa Keuangan (OJK) telah melakukan pemblokiran terhadap 23.929 rekening yang digunakan untuk aktivitas transaksi judi online. 
https://
nasional.kompas.com/read/2025/10/1
4/18002711/komdigi-blokir-23929-rekening-judol?utm_source=Twitter&utm_medium=Referral&utm_campaign=Top_Mobile
…

#BeritaSonora via 
@kompascom",@kompascom,,,"Replies: , Retweets: , Likes: "
@kompascom,Tarif “pengamanan” situs judi online dari pemblokiran Kementerian Kominfo (kini Komdigi) disebut mencapai Rp 8 juta per website. / #judol #judionline,,,,"Replies: 38, Retweets: 271, Likes: 406"
@kompascom,"""Kami telah melakukan pemblokiran terhadap 3.455 rekening dan 47 akun e-commerce milik tersangka, termasuk rekening depo website judi online,"" jelas Kapolda Metro Jaya Irjen Pol Karyoto | #JudiOnline #Komdigi",,,,"Replies: 1, Retweets: , Likes: 2"
@mediaindonesia,Kepolisian mengusut kasus judi online (judol) yang melibatkan pegawai Kementerian Komunikasi dan Digital (Komdigi). Polisi saat ini mengajukan pemblokiran terhadap puluhan rekening milik para tersangka.,,,,"Replies: , Retweets: , Likes: "
@RadioElshinta,ELSAM usul Komdigi laporkan pemblokiran situs judol secara berkala,,,,"Replies: , Retweets: , Likes: 3"
@e100ss,Komdigi Pastikan Penanganan Judol Tak Terbatas pada Pemblokiran Situs,,,,"Replies: , Retweets: , Likes: 1"
@kompascom,"Menurut pihak Kementerian Komdigi, pemblokiran ini diambil setelah ditemukan adanya konten bermuatan perjudian online (judol) dan pornografi di dalam situs tersebut.

~MD #Pornografi #Judol #JudiOnline #Komdigi",,,,"Replies: , Retweets: 2, Likes: 1"
@chokoreeto_milk,ig eror karena sedunia emang lg bgitu apalah inilah. WOY GABISA GA SUUDZON SAMA PEMERINTAH YA ORANG CCTV AJA BISA DIMATIIN SM MEREKA. blokir situs judol aja yang ga mereka lakuin,,,,"Replies: , Retweets: , Likes: "
@KompasTV,"Judi online semakin meresahkan. Sebelas pegawai Komdigi jadi tersangka kasus penyalahgunaan wewenang pemblokiran situs judi, sementara figur publik diperiksa terkait dugaan promosi judol.

Simak faktanya di #PopNewsKompasTV besok, pkl 09.30 WIB!

 
http://
kompas.tv/live",,,,"Replies: , Retweets: , Likes: 2"
@detikcom,Bareskrim berkomitmen memberantas judol yang menyengsarakan masyarakat. Bareskrim mengajukan pemblokiran 93 ribu konten dan situs judol ke Komdigi.,,,,"Replies: 12, Retweets: 2, Likes: 8"
@detikcom,Terungkap! Ternyata judi online masih merebak karena salah satunya ada oknum pegawai Komdigi yang malah tidak memblokir 1000 situs judol.,,,,"Replies: 22, Retweets: 18, Likes: 27"
@kompascom,"Nama Budi Arie Setiadi muncul dalam surat dakwaan kasus pemblokiran situs judi online Kementerian Komunikasi dan Informatika yang kini Komdigi. / #budiarie 

https://
megapolitan.kompas.com/read/2025/05/1
8/09554551/nama-budi-arie-muncul-di-dakwaan-kasus-judol-kominfo
…",,,,"Replies: 83, Retweets: 359, Likes: 695"
@jaenosuh,"blokir demo bisa blokir judol pinjol gabisa 
https://
x.com/chaominjun/sta
/chaominjun/status/2065458210442727845
…",,,,"Replies: , Retweets: , Likes: "
@bakuldimsum_,"Jadi gini kak..
Katanya takut uangnya dipake bapaknya buat judol atau dipake ibunya buat beli yg macem2.
Padahal mah kalo ga mau bapak2 judol tinggal blokir aja ",,,@tbhajel,"Replies: 1, Retweets: 2, Likes: 7"
@detikinet,"Masih Ada Anak Masuk Platform yang Sudah Diblokir, Ini Kata Komdigi",,,,"Replies: , Retweets: , Likes: 1"
@Harian_Jogja,"OJK Dukung Satgas Pinjol dan Judol, Puluhan Ribu Rekening Diblokir",,,,"Replies: , Retweets: , Likes: "
@_chungmyung,"Sekarang beneran ribut wkwkwkwk gw block semua akses 
Ga percaya sih gw bilang gw gapernah takut cut off orang even yang deket sekalipun.
Good luck deh seminggu kedepan. Untung ketemu lagi masih november",,,@_chungmyung,"Replies: , Retweets: , Likes: "
@JuhoonPoyoyoi07,"Gila ya, candaan image kotor dll ke jju terus dengan entengnya ngomong  'yaelah cuma jokes' coba dijadikan jokes nya ke fav loh. Giliran ditegur malah merasa playing victim bangke banget itu orang, jujur jokes nya cringe najis.",,,@juhoonbro,"Replies: , Retweets: , Likes: 1"
@tempat_ngeluh,"Giliran blokir judol sama pinjol ilegal aja malah menghilang ni lembaga, kocak.",,,@mufinsp,"Replies: , Retweets: , Likes: "
@markzzhyuk,"LU AJA GA BUKA DM BLOK, CAPEK DEHH GUE BLOKIR AJALAH. MAKIN MENJADI JADI ORANG BIADAB KAYAK GNI",,@markzzhyuk,@rythmzea,"Replies: , Retweets: , Likes: "
@YudhaShanny2,"""Kenapa calon penerus bangsa diblokade?""
Terdengar suara lantang dari seorang ibu di tengah aksi mahasiswa. 
Tanpa mewakili siapa pun, ia hadir sebagai orang tua yang menuntut jawaban: Mengapa akses mahasiswa dipagari polisi? 
@ListyoSigitP

Apakah suara mereka begitu menakutkan?",@ListyoSigitP,,,"Replies: , Retweets: 1, Likes: 1"
@Farhanaayuptr,komdigi keren sudah blokir seword yang bikin resah,,,,"Replies: , Retweets: , Likes: "
@sinpotv,OJK Minta Perbankan Blokir 33 Ribu Rekening Terindikasi Judol,,,,"Replies: , Retweets: , Likes: "
@susan_amelia46,"sial di radio judol tdk bisa jual puki busuk kau ya. Tdk ada mau ngentot kau. Bahkan kau emang lonte ya, tdk mau berteman dgn penyiar² cwe radio judol. Lebih suka berteman lonte² penyiar² radio najis utk modus ngentot dgn cwo tolol. Krn tau cwo tolol bisa kau manfaatkan utk",,,,"Replies: 1, Retweets: , Likes: 7"
@golkarpedia,"200 RIBU ANAK TERPAPAR JUDOL, MENKOMDIGI MEUTYA HAFID AJAK MASYARAKAT JADI GARDA PENCEGAHAN

#partaigolkar #golkarpedia #bahlillahadalia #meutyahafid #judol",,,,"Replies: , Retweets: 3, Likes: 4"
@ETNewsIndonesia,"OJK Blokir 515 Ribu Rekening Judol, Investor Pasar Modal Tembus 27,75 Juta di Tengah Tekanan Global",,,,"Replies: , Retweets: , Likes: "
@susipudjiastuti,"Unfortunately, right now there are so many baby lobster catcher lights that are making the fish and shrimp catches, which should be plentiful, nonexistent. Many fishermen's cooperatives (KUD) have already shut down because there are no catches. Even though now is the season for",,,@GNFI,"Replies: 1, Retweets: 9, Likes: 10"
@reenfed,"Masalah utama disetiap program pemerintah adalah mafia dan koruptor di dalamnya

Jadi Point pentingnya MENUNTUT UU HUKJMAN MATI atau PERAMPASAN ASSET KORUPTOR

Karena di internal pemerintah juga sdg tjd perang antara Pro dan Kontra UU tsb",,@menbrrr,,"Replies: , Retweets: , Likes: "
@jikyu_mate,giliran di demo rezimnya pada kerja. Itu urusin juga situs judol dan pinjol ilegal. Jangan makan gaji buta yagesya,,,,"Replies: , Retweets: , Likes: "
@sejiyt,"Once it can be used for school admission pathways, there are requirements that must be met: all existing medals and certificates must be handed over to the school. Later, when the child enrolls and actively participates in competitions, things like operational funds/competition",,,@INDOSPORCLE,"Replies: 2, Retweets: 1, Likes: 2"
@shda_agatha_,"Opinion.

The act of killing in Joshua's work is not merely a work of humanitarian art.

That film slowly operates as an instrument of information warfare, & global-level psychological operations.

An effort to dismantle the myth of our nation's founding.

From the beginning",,@HistorylandHQ,@7czs5,"Replies: , Retweets: 1, Likes: "
@fauzaanatmaja,"untung kemarin demo di jogja ada yang nyediain trashbag dan pada buang sampah ke tempatnya. jadi ga kena framing aparat keparat. 

mana kemarin ada yg bilang ntar diframing buang sampah sembarangan sama isilop, mana bener lagi.",,,@leooooo00000o,"Replies: , Retweets: , Likes: 1"
@dimarsasongko98,"Sumber : 

Liputan utama aksi (fakta dasar: lokasi, peserta, suasana)
 
https://
news.detik.com/berita/d-85308
40/massa-aliansi-rakyat-memanggil-gelar-aksi-di-pertigaan-gejayan-sleman
…
 
https://
tempo.co/politik/massa-
rakyat-memanggil-blokade-pertigaan-gejayan-yogyakarta-2268992
…
 
https://
yogyakarta.kompas.com/read/2026/06/1
3/200434078/aksi-unjuk-rasa-di-gejayan-sleman-suarakan-10-poin-tuntutan-apa-saja
…

10 tuntutan lengkap
 
https://
cnnindonesia.com/nasional/20260
613202336-20-1368851/massa-rakyat-memanggil-demo-di-gejayan-serukan-10-tuntutan
…
 
https://
kaltim.tribunnews.com/news/1152782/1
0-tuntutan-aksi-rakyat-memanggil-di-jogja-mahasiswa-musisi-dan-guru-besar-turun-ke-jalan
…
 
https://
beritasatu.com/nusantara/3002
250/ribuan-massa-aliansi-rakyat-memanggil-demo-di-yogya-ini-8-tuntutannya
…

Kutipan jubir Marsinah + konteks",,@dimarsasongko98,,"Replies: , Retweets: , Likes: "
@teazzitea,"Who the heck is the girl who doesn't want Jeno??? Guys want him too  

The government, if they don't wanna delete MBG, should make an extra program: 1 person 1 Lee Jeno. 

YOU'RE SO HANDSOME LEE LEE",,,@aijiyw,"Replies: 1, Retweets: 1, Likes: 2"
@WatchPms,"Program ugal ugalan...
Yang makan pahit siswa yang gemuk pejabat... terbukti sudah!
Stop Mbg Kopdes dan Danantara karena korupsi dan tidak ada keterbukaan!!! Nuansa militeristik paksa! 
@prabowo
 
@Gerindra

Hari Sabtu bening #demo piala dunia","@prabowo, @Gerindra",,,"Replies: , Retweets: , Likes: 1"
@CiptaBuana_,"Lu belum tahu aja, kebanyakan rakyat Indonesia main JUDOL. Kalau salah sasaran, negara cuman TOP-UP ""dana"" ke pelaku JUDOL

Cc: 
@ardisatriawan",@ardisatriawan,,@ardisatriawan,"Replies: , Retweets: 1, Likes: "
@Ichisatssuga,"Aslinya masih BANYAK BANGET. Apalagi masih banyak mereka yang mengatasnamakan agama untuk memanipulasi perempuan & anak² (terutama). 
Pernikahan usia dini dengan dalih ngehindari zina? Menyalahgunakan nikah siri? Penyalahgunaan dalil poligami? 'Pesantren'² bermasalah, apakabar?",,,@hist0riann,"Replies: 1, Retweets: , Likes: 2"
@johnkecops,"Coy, Las Vegas Jud*l FC mah ikutin pesanan bohir aja kok. Mereka cuma bikin ""misi penyelimitin"" persulit tim yang gak favorabel di pasar taruhan. Oficial (e.g. wasit) yg lurus juga dipersulit. Simpel & gak perlu analisis politik luar negeri mendakik-dakik ",,,@ssbmasmas,"Replies: , Retweets: , Likes: "
@panglimagurau,Ini kriminal sih bukan bandel tapi aku pernah menangani siswa yang terafiliasi sama judol dan dia bikin satu sekolahnya kecanduan judol itu. Sampai-sampai temannya yang gabisa bayar hutang judol itu diculik dan dijadikan sandera. ,,@ANGKARASEWU,,"Replies: , Retweets: , Likes: "
@lildaisyyyy_,"Lagi nonton ini, dan jujur gua iriii anjg pemerintahnya merjuangin soal pendidikan yg lebih baik sampai ngebentuk tim khusus buat benerin bobrok2nya di setiap sekolah. Pas nonton ini jujur langsung kepikiran konoha ini njir wkwk",,,@peaxhtherapy,"Replies: , Retweets: , Likes: "
@sujono_prawiro,"Menteri Desa PDT melepas 200 Pemuda Magang ke Jepang, pada Pengukuhan Pemuda Bangun Desa Bangun Indonesia, dihadiri Utusan Khusus Presiden, Raffi Ahmad 

@YandriSusanto


@ARizaPatria

#KementerianDesaPDT
#BPSDMKementerianDesaPDT
#KemendesaPDTKukuhkanPemuda

https://
facebook.com/share/r/1BUxxC
EzuP/
…","@YandriSusanto, @ARizaPatria",,,"Replies: , Retweets: , Likes: "
@tekarok007,"Pemilik percetakannya itu pinter, bahkan lebih pinter dari mahasiswa yang demo-demo itu.

Mengapa?
Karena Banner darurat itu bukan penghinaan ke Presiden dan ini UU belum berlaku.

Tapi sekarang UU no 1 tahun 2023 KUHP soal penghinaan terhadap Presiden dan Wakil Presiden sudah",,,@TijeKoridorUI,"Replies: , Retweets: , Likes: "
@CaroliteM1197,"YEE.!!!  PAHLAWAN RAKYAT  MAU DI KANDANGIN.? SALAH NYA APA ? BUKTIKAN DULU IJASAH NYA JOKO ASLI  GAK ?  DUNIA PENDIDIKAN RUSAK PARAH. KARENA IJASAH FALSU, BUBAR  ITU UNIVERSITAS GENERASI  MUDA TIDAK MAU SEKOLAH. PERLAKUAN TIDAK ADIL  ITU BER ARTI HUKUM INDONESIA SUDAH MATI ",,,@geloraco,"Replies: , Retweets: 1, Likes: 1"
@Mallikaa_1,"Gus semacam ini bukan “guru ruhani”, tapi bagian dari rezim yang menjinakkan manusia. Ia tidak mengajak rakyat menjadi merdeka, berani, dan berpikir; ia justru merawat mental budak: patuh, manut, nrimo, lalu menganggap semua bentuk ketidakadilan sebagai takdir yang harus diterima",,,@merapi_uncover,"Replies: , Retweets: , Likes: "
@beatkarbu2008,"Ngga kak, krn konsepnya ada aturan dan ada punishment.. orang ga akan dipunish jika tdk melanggar aturan.. misal nih yg paling diketahui bnyk orang, jika ada yg mencuri maka hukumannya potong tangan, bayangkan jika aturan itu ditegakkan maka dunia damai ga ada maling/jambret ",,@anakdesalagi,,"Replies: 1, Retweets: , Likes: "
@_Agis1508,"All in japan, Duel 3,5 Tahun Vs 3,5 Abad. Belanda 3 - 2 Jepang Win Hollanda, Penyerahan piala di Kalijati",,,@uzmanerkann,"Replies: , Retweets: , Likes: "
@JenarKidjing,"- deket kamp ada kasu penembakan
- peralatan latihan ditilep
- peringatan tornado

calon juara banyak halangannya",,,@thejurgenholic,"Replies: , Retweets: , Likes: "
@berjingkat,"Berdehem sedikit, supaya suaranya bisa di-kawaii-kawaii-kan. 

“Okaerinasaimase, Goshujin-sama!” (˶ˆᗜˆ˵)

Junaedi menyambut sambil melebarkan rok. Malu dikit. 

“Mari Junaedi antarkan ke meja.” Sudah ikut saja.",,@crownlessdawn,@to_thineownself,"Replies: 1, Retweets: 2, Likes: "
